cpu_usage,memory_usage,running_processes,battery_percent,timestamp,suggestions
0.6,42.4,210,,2025-11-07 17:21:52,Too many processes running — consider disabling startup programs.
0.2,42.3,209,,2025-11-07 17:22:03,Too many processes running — consider disabling startup programs.
1.0,42.3,209,,2025-11-07 17:22:15,Too many processes running — consider disabling startup programs.
0.8,42.3,209,,2025-11-07 17:22:26,Too many processes running — consider disabling startup programs.
0.4,42.4,209,,2025-11-07 17:22:37,Too many processes running — consider disabling startup programs.
3.5,42.4,209,,2025-11-07 17:22:48,Too many processes running — consider disabling startup programs.
0.0,42.3,208,,2025-11-07 17:22:59,Too many processes running — consider disabling startup programs.
0.4,42.3,208,,2025-11-07 17:23:10,Too many processes running — consider disabling startup programs.
1.2,42.3,208,,2025-11-07 17:23:21,Too many processes running — consider disabling startup programs.
0.4,42.3,208,,2025-11-07 17:23:32,Too many processes running — consider disabling startup programs.
0.0,42.3,208,,2025-11-07 17:23:44,Too many processes running — consider disabling startup programs.
0.4,42.3,208,,2025-11-07 17:23:55,Too many processes running — consider disabling startup programs.
0.2,42.3,208,,2025-11-07 17:24:06,Too many processes running — consider disabling startup programs.
0.6,42.3,208,,2025-11-07 17:24:17,Too many processes running — consider disabling startup programs.
0.4,42.3,208,,2025-11-07 17:24:28,Too many processes running — consider disabling startup programs.
1.9,42.3,208,,2025-11-07 17:24:39,Too many processes running — consider disabling startup programs.
0.4,42.3,208,,2025-11-07 17:24:50,Too many processes running — consider disabling startup programs.
1.2,42.3,207,,2025-11-07 17:25:01,Too many processes running — consider disabling startup programs.
0.6,42.3,207,,2025-11-07 17:25:12,Too many processes running — consider disabling startup programs.
0.2,42.3,207,,2025-11-07 17:25:24,Too many processes running — consider disabling startup programs.
2.0,42.3,207,,2025-11-07 17:25:35,Too many processes running — consider disabling startup programs.
0.4,42.3,207,,2025-11-07 17:25:46,Too many processes running — consider disabling startup programs.
0.4,42.3,205,,2025-11-07 17:25:57,Too many processes running — consider disabling startup programs.
0.4,42.4,206,,2025-11-07 17:26:08,Too many processes running — consider disabling startup programs.
2.5,42.3,205,,2025-11-07 17:26:19,Too many processes running — consider disabling startup programs.
1.4,42.3,205,,2025-11-07 17:26:30,Too many processes running — consider disabling startup programs.
1.2,42.3,205,,2025-11-07 17:26:41,Too many processes running — consider disabling startup programs.
1.2,42.2,205,,2025-11-07 17:26:53,Too many processes running — consider disabling startup programs.
1.9,42.2,205,,2025-11-07 17:27:04,Too many processes running — consider disabling startup programs.
1.0,42.2,205,,2025-11-07 17:27:15,Too many processes running — consider disabling startup programs.
0.2,42.2,205,,2025-11-07 17:27:26,Too many processes running — consider disabling startup programs.
0.4,42.3,206,,2025-11-07 17:27:37,Too many processes running — consider disabling startup programs.
0.8,42.2,206,,2025-11-07 17:27:48,Too many processes running — consider disabling startup programs.
0.6,42.2,206,,2025-11-07 17:27:59,Too many processes running — consider disabling startup programs.
0.4,42.2,206,,2025-11-07 17:28:10,Too many processes running — consider disabling startup programs.
1.2,42.2,206,,2025-11-07 17:28:21,Too many processes running — consider disabling startup programs.
0.4,42.2,206,,2025-11-07 17:28:33,Too many processes running — consider disabling startup programs.
0.6,42.2,206,,2025-11-07 17:28:44,Too many processes running — consider disabling startup programs.
0.6,42.2,206,,2025-11-07 17:28:55,Too many processes running — consider disabling startup programs.
0.0,42.2,206,,2025-11-07 17:29:06,Too many processes running — consider disabling startup programs.
0.2,42.2,206,,2025-11-07 17:29:17,Too many processes running — consider disabling startup programs.
0.0,42.2,206,,2025-11-07 17:29:28,Too many processes running — consider disabling startup programs.
0.2,42.2,206,,2025-11-07 17:29:39,Too many processes running — consider disabling startup programs.
2.5,42.2,206,,2025-11-07 17:29:50,Too many processes running — consider disabling startup programs.
1.0,42.2,206,,2025-11-07 17:30:01,Too many processes running — consider disabling startup programs.
0.4,42.3,206,,2025-11-07 17:30:13,Too many processes running — consider disabling startup programs.
14.4,42.5,206,,2025-11-07 17:30:24,Too many processes running — consider disabling startup programs.
1.0,42.5,206,,2025-11-07 17:30:35,Too many processes running — consider disabling startup programs.
0.2,42.5,206,,2025-11-07 17:30:46,Too many processes running — consider disabling startup programs.
1.8,42.6,206,,2025-11-07 17:30:57,Too many processes running — consider disabling startup programs.
0.2,42.5,206,,2025-11-07 17:31:08,Too many processes running — consider disabling startup programs.
1.4,42.5,206,,2025-11-07 17:31:19,Too many processes running — consider disabling startup programs.
0.8,42.5,206,,2025-11-07 17:31:30,Too many processes running — consider disabling startup programs.
1.0,42.5,206,,2025-11-07 17:31:42,Too many processes running — consider disabling startup programs.
0.6,42.5,206,,2025-11-07 17:31:53,Too many processes running — consider disabling startup programs.
0.6,42.6,206,,2025-11-07 17:32:04,Too many processes running — consider disabling startup programs.
0.2,42.5,206,,2025-11-07 17:32:15,Too many processes running — consider disabling startup programs.
1.6,42.5,206,,2025-11-07 17:32:26,Too many processes running — consider disabling startup programs.
0.2,42.5,205,,2025-11-07 17:32:37,Too many processes running — consider disabling startup programs.
0.2,42.8,211,,2025-11-07 17:32:48,Too many processes running — consider disabling startup programs.
1.0,42.8,211,,2025-11-07 17:32:59,Too many processes running — consider disabling startup programs.
1.0,42.9,211,,2025-11-07 17:33:10,Too many processes running — consider disabling startup programs.
1.4,42.8,211,,2025-11-07 17:33:22,Too many processes running — consider disabling startup programs.
0.2,42.8,211,,2025-11-07 17:33:33,Too many processes running — consider disabling startup programs.
1.4,42.8,210,,2025-11-07 17:33:44,Too many processes running — consider disabling startup programs.
0.8,42.8,209,,2025-11-07 17:33:55,Too many processes running — consider disabling startup programs.
0.2,42.8,209,,2025-11-07 17:34:06,Too many processes running — consider disabling startup programs.
1.2,42.7,208,,2025-11-07 17:34:17,Too many processes running — consider disabling startup programs.
0.8,42.7,208,,2025-11-07 17:34:28,Too many processes running — consider disabling startup programs.
0.2,42.7,208,,2025-11-07 17:34:39,Too many processes running — consider disabling startup programs.
0.6,42.5,206,,2025-11-07 17:34:51,Too many processes running — consider disabling startup programs.
0.6,42.6,206,,2025-11-07 17:35:02,Too many processes running — consider disabling startup programs.
0.8,42.6,206,,2025-11-07 17:35:13,Too many processes running — consider disabling startup programs.
0.4,42.6,206,,2025-11-07 17:35:24,Too many processes running — consider disabling startup programs.
0.6,42.6,206,,2025-11-07 17:35:35,Too many processes running — consider disabling startup programs.
1.0,42.6,206,,2025-11-07 17:35:46,Too many processes running — consider disabling startup programs.
0.4,42.6,206,,2025-11-07 17:35:57,Too many processes running — consider disabling startup programs.
1.2,42.6,206,,2025-11-07 17:36:08,Too many processes running — consider disabling startup programs.
1.8,42.6,206,,2025-11-07 17:36:19,Too many processes running — consider disabling startup programs.
0.0,42.6,206,,2025-11-07 17:36:31,Too many processes running — consider disabling startup programs.
0.8,42.6,206,,2025-11-07 17:36:42,Too many processes running — consider disabling startup programs.
0.0,42.6,206,,2025-11-07 17:36:53,Too many processes running — consider disabling startup programs.
0.8,42.6,206,,2025-11-07 17:37:04,Too many processes running — consider disabling startup programs.
0.2,42.6,207,,2025-11-07 17:37:15,Too many processes running — consider disabling startup programs.
0.8,42.6,207,,2025-11-07 17:37:26,Too many processes running — consider disabling startup programs.
0.8,42.7,207,,2025-11-07 17:37:37,Too many processes running — consider disabling startup programs.
0.6,42.6,207,,2025-11-07 17:37:48,Too many processes running — consider disabling startup programs.
0.4,42.6,207,,2025-11-07 17:38:00,Too many processes running — consider disabling startup programs.
0.6,42.6,207,,2025-11-07 17:38:11,Too many processes running — consider disabling startup programs.
0.4,42.6,207,,2025-11-07 17:38:22,Too many processes running — consider disabling startup programs.
0.6,42.6,207,,2025-11-07 17:38:33,Too many processes running — consider disabling startup programs.
1.0,42.7,211,,2025-11-07 17:38:44,Too many processes running — consider disabling startup programs.
0.4,42.6,207,,2025-11-07 17:38:55,Too many processes running — consider disabling startup programs.
0.2,42.6,207,,2025-11-07 17:39:06,Too many processes running — consider disabling startup programs.
0.4,42.6,207,,2025-11-07 17:39:17,Too many processes running — consider disabling startup programs.
0.6,42.6,207,,2025-11-07 17:39:28,Too many processes running — consider disabling startup programs.
0.6,42.6,207,,2025-11-07 17:39:40,Too many processes running — consider disabling startup programs.
0.6,42.6,207,,2025-11-07 17:39:51,Too many processes running — consider disabling startup programs.
0.4,42.6,207,,2025-11-07 17:40:02,Too many processes running — consider disabling startup programs.
0.6,42.6,207,,2025-11-07 17:40:13,Too many processes running — consider disabling startup programs.
0.4,42.6,207,,2025-11-07 17:40:24,Too many processes running — consider disabling startup programs.
2.1,42.6,207,,2025-11-07 17:40:35,Too many processes running — consider disabling startup programs.
0.2,42.6,207,,2025-11-07 17:40:46,Too many processes running — consider disabling startup programs.
0.6,42.6,206,,2025-11-07 17:40:57,Too many processes running — consider disabling startup programs.
1.2,42.6,206,,2025-11-07 17:41:09,Too many processes running — consider disabling startup programs.
0.6,42.6,206,,2025-11-07 17:41:20,Too many processes running — consider disabling startup programs.
1.0,42.6,206,,2025-11-07 17:41:31,Too many processes running — consider disabling startup programs.
1.4,42.6,206,,2025-11-07 17:41:42,Too many processes running — consider disabling startup programs.
3.7,42.6,206,,2025-11-07 17:41:53,Too many processes running — consider disabling startup programs.
0.8,42.7,206,,2025-11-07 17:42:04,Too many processes running — consider disabling startup programs.
1.0,42.6,206,,2025-11-07 17:42:15,Too many processes running — consider disabling startup programs.
5.7,42.8,206,,2025-11-07 17:42:26,Too many processes running — consider disabling startup programs.
1.4,42.8,206,,2025-11-07 17:42:37,Too many processes running — consider disabling startup programs.
1.0,42.8,205,,2025-11-07 17:42:49,Too many processes running — consider disabling startup programs.
0.2,42.8,205,,2025-11-07 17:43:00,Too many processes running — consider disabling startup programs.
1.0,42.8,205,,2025-11-07 17:43:11,Too many processes running — consider disabling startup programs.
2.0,42.8,205,,2025-11-07 17:43:22,Too many processes running — consider disabling startup programs.
0.2,42.8,205,,2025-11-07 17:43:33,Too many processes running — consider disabling startup programs.
2.3,42.8,205,,2025-11-07 17:43:44,Too many processes running — consider disabling startup programs.
1.4,42.8,205,,2025-11-07 17:43:55,Too many processes running — consider disabling startup programs.
2.3,42.8,205,,2025-11-07 17:44:06,Too many processes running — consider disabling startup programs.
0.8,42.8,205,,2025-11-07 17:44:18,Too many processes running — consider disabling startup programs.
16.4,43.1,208,,2025-11-07 17:44:29,Too many processes running — consider disabling startup programs.
20.7,44.1,207,,2025-11-07 17:44:40,Too many processes running — consider disabling startup programs.
2.4,45.8,219,,2025-11-07 17:44:51,Too many processes running — consider disabling startup programs.
15.8,45.9,220,,2025-11-07 17:45:02,Too many processes running — consider disabling startup programs.
2.7,42.6,205,,2025-11-07 17:45:13,Too many processes running — consider disabling startup programs.
5.1,42.5,205,,2025-11-07 17:45:24,Too many processes running — consider disabling startup programs.
1.6,42.5,205,,2025-11-07 17:45:35,Too many processes running — consider disabling startup programs.
2.3,42.5,205,,2025-11-07 17:45:47,Too many processes running — consider disabling startup programs.
11.5,42.6,208,,2025-11-07 17:45:58,Too many processes running — consider disabling startup programs.
1.2,42.6,207,,2025-11-07 17:46:09,Too many processes running — consider disabling startup programs.
2.3,42.6,207,,2025-11-07 17:46:20,Too many processes running — consider disabling startup programs.
2.1,42.6,207,,2025-11-07 17:46:31,Too many processes running — consider disabling startup programs.
1.0,42.6,206,,2025-11-07 17:46:42,Too many processes running — consider disabling startup programs.
1.6,42.5,206,,2025-11-07 17:46:53,Too many processes running — consider disabling startup programs.
1.9,42.5,206,,2025-11-07 17:47:04,Too many processes running — consider disabling startup programs.
2.4,42.5,206,,2025-11-07 17:47:16,Too many processes running — consider disabling startup programs.
0.4,42.5,206,,2025-11-07 17:47:27,Too many processes running — consider disabling startup programs.
2.1,42.5,206,,2025-11-07 17:47:38,Too many processes running — consider disabling startup programs.
8.4,42.8,206,,2025-11-07 17:47:49,Too many processes running — consider disabling startup programs.
8.6,42.8,206,,2025-11-07 17:48:00,Too many processes running — consider disabling startup programs.
5.5,43.0,206,,2025-11-07 17:48:11,Too many processes running — consider disabling startup programs.
7.0,43.3,206,,2025-11-07 17:48:22,Too many processes running — consider disabling startup programs.
2.3,42.9,206,,2025-11-07 17:48:33,Too many processes running — consider disabling startup programs.
1.2,42.9,206,,2025-11-07 17:48:44,Too many processes running — consider disabling startup programs.
2.9,42.9,206,,2025-11-07 17:48:56,Too many processes running — consider disabling startup programs.
7.0,42.9,206,,2025-11-07 17:49:07,Too many processes running — consider disabling startup programs.
0.4,42.9,206,,2025-11-07 17:49:18,Too many processes running — consider disabling startup programs.
3.3,42.9,207,,2025-11-07 17:49:29,Too many processes running — consider disabling startup programs.
1.0,42.9,207,,2025-11-07 17:49:40,Too many processes running — consider disabling startup programs.
9.3,42.9,207,,2025-11-07 17:49:51,Too many processes running — consider disabling startup programs.
12.1,43.0,207,,2025-11-07 17:50:02,Too many processes running — consider disabling startup programs.
0.6,42.9,206,,2025-11-07 17:50:13,Too many processes running — consider disabling startup programs.
2.3,42.9,206,,2025-11-07 17:50:25,Too many processes running — consider disabling startup programs.
1.0,42.8,206,,2025-11-07 17:50:36,Too many processes running — consider disabling startup programs.
0.2,42.8,206,,2025-11-07 17:50:47,Too many processes running — consider disabling startup programs.
1.4,42.8,207,,2025-11-07 17:50:58,Too many processes running — consider disabling startup programs.
0.2,42.8,207,,2025-11-07 17:51:09,Too many processes running — consider disabling startup programs.
0.2,42.8,206,,2025-11-07 17:51:20,Too many processes running — consider disabling startup programs.
0.8,42.8,206,,2025-11-07 17:51:31,Too many processes running — consider disabling startup programs.
0.6,42.8,206,,2025-11-07 17:51:42,Too many processes running — consider disabling startup programs.
0.2,42.8,206,,2025-11-07 17:51:53,Too many processes running — consider disabling startup programs.
0.4,42.8,206,,2025-11-07 17:52:05,Too many processes running — consider disabling startup programs.
0.2,42.8,206,,2025-11-07 17:52:16,Too many processes running — consider disabling startup programs.
2.9,42.8,206,,2025-11-07 17:52:27,Too many processes running — consider disabling startup programs.
1.0,42.8,206,,2025-11-07 17:52:38,Too many processes running — consider disabling startup programs.
0.4,42.8,206,,2025-11-07 17:52:49,Too many processes running — consider disabling startup programs.
0.8,42.7,206,,2025-11-07 17:53:00,Too many processes running — consider disabling startup programs.
0.2,42.8,206,,2025-11-07 17:53:11,Too many processes running — consider disabling startup programs.
0.6,42.8,206,,2025-11-07 17:53:22,Too many processes running — consider disabling startup programs.
1.2,42.8,206,,2025-11-07 17:53:33,Too many processes running — consider disabling startup programs.
0.2,42.8,206,,2025-11-07 17:53:45,Too many processes running — consider disabling startup programs.
3.7,43.7,209,,2025-11-07 17:53:56,Too many processes running — consider disabling startup programs.
22.1,45.5,210,,2025-11-07 17:54:07,Too many processes running — consider disabling startup programs.
3.3,45.5,211,,2025-11-07 17:54:18,Too many processes running — consider disabling startup programs.
2.6,44.7,210,,2025-11-07 17:54:29,Too many processes running — consider disabling startup programs.
0.4,44.6,209,,2025-11-07 17:54:40,Too many processes running — consider disabling startup programs.
0.4,44.6,209,,2025-11-07 17:54:51,Too many processes running — consider disabling startup programs.
1.8,44.7,208,,2025-11-07 17:55:02,Too many processes running — consider disabling startup programs.
1.9,44.6,208,,2025-11-07 17:55:14,Too many processes running — consider disabling startup programs.
1.2,44.6,208,,2025-11-07 17:55:25,Too many processes running — consider disabling startup programs.
1.0,44.5,210,,2025-11-07 17:55:36,Too many processes running — consider disabling startup programs.
42.6,46.9,217,,2025-11-07 17:55:47,Too many processes running — consider disabling startup programs.
11.1,49.0,227,,2025-11-07 17:55:58,Too many processes running — consider disabling startup programs.
17.2,49.0,226,,2025-11-07 17:56:09,Too many processes running — consider disabling startup programs.
5.6,48.8,225,,2025-11-07 17:56:20,Too many processes running — consider disabling startup programs.
8.8,48.4,225,,2025-11-07 17:56:31,Too many processes running — consider disabling startup programs.
5.7,48.5,225,,2025-11-07 17:56:43,Too many processes running — consider disabling startup programs.
3.5,48.2,225,,2025-11-07 17:56:54,Too many processes running — consider disabling startup programs.
3.3,48.2,226,,2025-11-07 17:57:05,Too many processes running — consider disabling startup programs.
14.2,48.3,226,,2025-11-07 17:57:16,Too many processes running — consider disabling startup programs.
0.6,48.1,226,,2025-11-07 17:57:27,Too many processes running — consider disabling startup programs.
6.8,48.1,226,,2025-11-07 17:57:38,Too many processes running — consider disabling startup programs.
5.4,48.2,226,,2025-11-07 17:57:49,Too many processes running — consider disabling startup programs.
2.9,48.2,226,,2025-11-07 17:58:00,Too many processes running — consider disabling startup programs.
9.0,48.1,226,,2025-11-07 17:58:11,Too many processes running — consider disabling startup programs.
2.7,48.1,226,,2025-11-07 17:58:23,Too many processes running — consider disabling startup programs.
39.1,45.4,212,,2025-11-07 17:58:34,Too many processes running — consider disabling startup programs.
12.1,46.7,226,,2025-11-07 17:58:45,Too many processes running — consider disabling startup programs.
0.4,46.7,226,,2025-11-07 17:58:56,Too many processes running — consider disabling startup programs.
0.4,46.4,225,,2025-11-07 17:59:07,Too many processes running — consider disabling startup programs.
0.2,46.4,225,,2025-11-07 17:59:18,Too many processes running — consider disabling startup programs.
2.3,46.4,225,,2025-11-07 17:59:29,Too many processes running — consider disabling startup programs.
1.0,46.4,225,,2025-11-07 17:59:40,Too many processes running — consider disabling startup programs.
0.8,46.4,225,,2025-11-07 17:59:52,Too many processes running — consider disabling startup programs.
0.4,46.3,223,,2025-11-07 18:00:03,Too many processes running — consider disabling startup programs.
1.4,46.3,223,,2025-11-07 18:00:14,Too many processes running — consider disabling startup programs.
0.6,46.3,222,,2025-11-07 18:00:25,Too many processes running — consider disabling startup programs.
0.6,46.2,221,,2025-11-07 18:00:36,Too many processes running — consider disabling startup programs.
1.0,46.1,221,,2025-11-07 18:00:47,Too many processes running — consider disabling startup programs.
0.6,46.2,222,,2025-11-07 18:00:58,Too many processes running — consider disabling startup programs.
0.0,46.1,221,,2025-11-07 18:01:09,Too many processes running — consider disabling startup programs.
1.0,46.1,221,,2025-11-07 18:01:21,Too many processes running — consider disabling startup programs.
1.7,46.1,221,,2025-11-07 18:01:32,Too many processes running — consider disabling startup programs.
0.2,46.1,221,,2025-11-07 18:01:43,Too many processes running — consider disabling startup programs.
8.2,46.1,221,,2025-11-07 18:01:54,Too many processes running — consider disabling startup programs.
0.4,46.2,221,,2025-11-07 18:02:05,Too many processes running — consider disabling startup programs.
0.2,46.2,221,,2025-11-07 18:02:16,Too many processes running — consider disabling startup programs.
0.6,46.1,221,,2025-11-07 18:02:27,Too many processes running — consider disabling startup programs.
0.2,46.2,221,,2025-11-07 18:02:38,Too many processes running — consider disabling startup programs.
0.8,46.2,221,,2025-11-07 18:02:49,Too many processes running — consider disabling startup programs.
5.3,46.4,221,,2025-11-07 18:03:01,Too many processes running — consider disabling startup programs.
5.6,46.4,221,,2025-11-07 18:03:12,Too many processes running — consider disabling startup programs.
2.1,46.6,220,,2025-11-07 18:03:23,Too many processes running — consider disabling startup programs.
0.6,46.5,220,,2025-11-07 18:03:34,Too many processes running — consider disabling startup programs.
0.6,46.4,220,,2025-11-07 18:03:45,Too many processes running — consider disabling startup programs.
1.3,46.4,220,,2025-11-07 18:03:56,Too many processes running — consider disabling startup programs.
6.2,46.4,220,,2025-11-07 18:04:07,Too many processes running — consider disabling startup programs.
1.6,46.5,222,,2025-11-07 18:04:18,Too many processes running — consider disabling startup programs.
0.0,46.5,222,,2025-11-07 18:04:30,Too many processes running — consider disabling startup programs.
5.8,46.5,222,,2025-11-07 18:04:41,Too many processes running — consider disabling startup programs.
2.9,46.5,222,,2025-11-07 18:04:52,Too many processes running — consider disabling startup programs.
7.0,46.5,221,,2025-11-07 18:05:03,Too many processes running — consider disabling startup programs.
1.0,46.4,222,,2025-11-07 18:05:14,Too many processes running — consider disabling startup programs.
0.4,46.4,222,,2025-11-07 18:05:25,Too many processes running — consider disabling startup programs.
1.4,46.4,222,,2025-11-07 18:05:36,Too many processes running — consider disabling startup programs.
3.7,46.4,222,,2025-11-07 18:05:47,Too many processes running — consider disabling startup programs.
35.1,46.3,213,,2025-11-07 18:05:58,Too many processes running — consider disabling startup programs.
0.6,48.1,227,,2025-11-07 18:06:10,Too many processes running — consider disabling startup programs.
1.2,48.7,227,,2025-11-07 18:06:21,Too many processes running — consider disabling startup programs.
11.0,48.7,226,,2025-11-07 18:06:32,Too many processes running — consider disabling startup programs.
4.1,48.8,226,,2025-11-07 18:06:43,Too many processes running — consider disabling startup programs.
6.2,48.6,226,,2025-11-07 18:06:54,Too many processes running — consider disabling startup programs.
3.3,48.3,225,,2025-11-07 18:07:05,Too many processes running — consider disabling startup programs.
2.1,48.3,225,,2025-11-07 18:07:16,Too many processes running — consider disabling startup programs.
7.4,48.3,225,,2025-11-07 18:07:27,Too many processes running — consider disabling startup programs.
6.2,48.3,225,,2025-11-07 18:07:39,Too many processes running — consider disabling startup programs.
0.8,48.4,226,,2025-11-07 18:07:50,Too many processes running — consider disabling startup programs.
1.8,48.4,226,,2025-11-07 18:08:01,Too many processes running — consider disabling startup programs.
0.0,48.3,226,,2025-11-07 18:08:12,Too many processes running — consider disabling startup programs.
1.0,48.4,226,,2025-11-07 18:08:23,Too many processes running — consider disabling startup programs.
0.2,48.4,226,,2025-11-07 18:08:34,Too many processes running — consider disabling startup programs.
0.8,48.2,225,,2025-11-07 18:08:45,Too many processes running — consider disabling startup programs.
0.6,48.2,225,,2025-11-07 18:08:56,Too many processes running — consider disabling startup programs.
1.4,48.1,225,,2025-11-07 18:09:07,Too many processes running — consider disabling startup programs.
1.0,48.1,225,,2025-11-07 18:09:19,Too many processes running — consider disabling startup programs.
4.7,48.1,225,,2025-11-07 18:09:30,Too many processes running — consider disabling startup programs.
1.2,48.0,225,,2025-11-07 18:09:41,Too many processes running — consider disabling startup programs.
0.8,48.0,225,,2025-11-07 18:09:52,Too many processes running — consider disabling startup programs.
4.7,48.1,223,,2025-11-07 18:10:03,Too many processes running — consider disabling startup programs.
1.0,48.0,222,,2025-11-07 18:10:14,Too many processes running — consider disabling startup programs.
0.6,48.0,222,,2025-11-07 18:10:25,Too many processes running — consider disabling startup programs.
0.6,48.0,222,,2025-11-07 18:10:36,Too many processes running — consider disabling startup programs.
1.6,48.1,222,,2025-11-07 18:10:48,Too many processes running — consider disabling startup programs.
3.0,48.2,221,,2025-11-07 18:10:59,Too many processes running — consider disabling startup programs.
7.3,48.1,221,,2025-11-07 18:11:10,Too many processes running — consider disabling startup programs.
1.5,48.2,222,,2025-11-07 18:11:21,Too many processes running — consider disabling startup programs.
2.0,48.1,222,,2025-11-07 18:11:32,Too many processes running — consider disabling startup programs.
3.3,48.1,222,,2025-11-07 18:11:43,Too many processes running — consider disabling startup programs.
0.8,48.1,222,,2025-11-07 18:11:54,Too many processes running — consider disabling startup programs.
1.2,48.0,222,,2025-11-07 18:12:05,Too many processes running — consider disabling startup programs.
0.6,48.1,222,,2025-11-07 18:12:16,Too many processes running — consider disabling startup programs.
0.4,48.1,222,,2025-11-07 18:12:28,Too many processes running — consider disabling startup programs.
6.8,48.1,222,,2025-11-07 18:12:39,Too many processes running — consider disabling startup programs.
7.6,48.2,221,,2025-11-07 18:12:50,Too many processes running — consider disabling startup programs.
0.8,48.2,221,,2025-11-07 18:13:01,Too many processes running — consider disabling startup programs.
15.0,48.2,221,,2025-11-07 18:13:12,Too many processes running — consider disabling startup programs.
6.5,48.1,221,,2025-11-07 18:13:23,Too many processes running — consider disabling startup programs.
3.4,48.1,221,,2025-11-07 18:13:34,Too many processes running — consider disabling startup programs.
0.6,48.1,221,,2025-11-07 18:13:45,Too many processes running — consider disabling startup programs.
1.7,48.0,221,,2025-11-07 18:13:56,Too many processes running — consider disabling startup programs.
4.3,48.1,221,,2025-11-07 18:14:08,Too many processes running — consider disabling startup programs.
7.6,48.3,224,,2025-11-07 18:14:19,Too many processes running — consider disabling startup programs.
3.5,48.3,224,,2025-11-07 18:14:30,Too many processes running — consider disabling startup programs.
7.6,48.9,224,,2025-11-07 18:14:41,Too many processes running — consider disabling startup programs.
2.5,48.7,223,,2025-11-07 18:14:52,Too many processes running — consider disabling startup programs.
4.5,48.3,223,,2025-11-07 18:15:03,Too many processes running — consider disabling startup programs.
2.9,48.3,223,,2025-11-07 18:15:14,Too many processes running — consider disabling startup programs.
2.3,48.1,222,,2025-11-07 18:15:25,Too many processes running — consider disabling startup programs.
0.8,48.1,222,,2025-11-07 18:15:37,Too many processes running — consider disabling startup programs.
7.2,48.3,222,,2025-11-07 18:15:48,Too many processes running — consider disabling startup programs.
10.5,48.1,221,,2025-11-07 18:15:59,Too many processes running — consider disabling startup programs.
1.4,48.1,221,,2025-11-07 18:16:10,Too many processes running — consider disabling startup programs.
2.1,48.2,223,,2025-11-07 18:16:21,Too many processes running — consider disabling startup programs.
1.4,48.1,223,,2025-11-07 18:16:32,Too many processes running — consider disabling startup programs.
1.0,48.1,223,,2025-11-07 18:16:43,Too many processes running — consider disabling startup programs.
0.6,48.1,223,,2025-11-07 18:16:54,Too many processes running — consider disabling startup programs.
3.3,48.1,222,,2025-11-07 18:17:05,Too many processes running — consider disabling startup programs.
2.1,48.1,222,,2025-11-07 18:17:17,Too many processes running — consider disabling startup programs.
0.8,48.3,222,,2025-11-07 18:17:28,Too many processes running — consider disabling startup programs.
0.2,48.2,222,,2025-11-07 18:17:39,Too many processes running — consider disabling startup programs.
1.6,48.1,222,,2025-11-07 18:17:50,Too many processes running — consider disabling startup programs.
9.6,48.3,222,,2025-11-07 18:18:01,Too many processes running — consider disabling startup programs.
7.9,48.4,222,,2025-11-07 18:18:12,Too many processes running — consider disabling startup programs.
1.2,48.3,222,,2025-11-07 18:18:23,Too many processes running — consider disabling startup programs.
1.4,48.4,225,,2025-11-07 18:18:34,Too many processes running — consider disabling startup programs.
13.3,48.3,225,,2025-11-07 18:18:45,Too many processes running — consider disabling startup programs.
1.9,48.5,225,,2025-11-07 18:18:57,Too many processes running — consider disabling startup programs.
1.0,48.2,225,,2025-11-07 18:19:08,Too many processes running — consider disabling startup programs.
0.0,48.2,225,,2025-11-07 18:19:19,Too many processes running — consider disabling startup programs.
0.0,48.2,225,,2025-11-07 18:19:30,Too many processes running — consider disabling startup programs.
1.4,48.1,223,,2025-11-07 18:19:41,Too many processes running — consider disabling startup programs.
35.3,48.4,228,,2025-11-07 18:19:52,Too many processes running — consider disabling startup programs.
0.6,48.7,227,,2025-11-07 18:20:03,Too many processes running — consider disabling startup programs.
0.6,48.6,227,,2025-11-07 18:20:14,Too many processes running — consider disabling startup programs.
0.0,48.5,227,,2025-11-07 18:20:26,Too many processes running — consider disabling startup programs.
2.4,48.5,226,,2025-11-07 18:20:37,Too many processes running — consider disabling startup programs.
0.8,48.5,226,,2025-11-07 18:20:48,Too many processes running — consider disabling startup programs.
1.4,48.5,226,,2025-11-07 18:20:59,Too many processes running — consider disabling startup programs.
9.2,48.5,226,,2025-11-07 18:21:10,Too many processes running — consider disabling startup programs.
3.3,48.7,226,,2025-11-07 18:21:21,Too many processes running — consider disabling startup programs.
2.3,48.5,225,,2025-11-07 18:21:32,Too many processes running — consider disabling startup programs.
3.5,48.6,225,,2025-11-07 18:21:43,Too many processes running — consider disabling startup programs.
1.6,48.5,225,,2025-11-07 18:21:55,Too many processes running — consider disabling startup programs.
0.6,48.4,225,,2025-11-07 18:22:06,Too many processes running — consider disabling startup programs.
1.4,48.5,225,,2025-11-07 18:22:17,Too many processes running — consider disabling startup programs.
1.4,48.4,225,,2025-11-07 18:22:28,Too many processes running — consider disabling startup programs.
1.2,48.4,225,,2025-11-07 18:22:39,Too many processes running — consider disabling startup programs.
0.4,48.3,225,,2025-11-07 18:22:50,Too many processes running — consider disabling startup programs.
0.4,48.3,225,,2025-11-07 18:23:01,Too many processes running — consider disabling startup programs.
0.2,48.3,225,,2025-11-07 18:23:12,Too many processes running — consider disabling startup programs.
